name,team,w,l,era,gs,g,sv,ip,h,er,hr,so,bb,whip,k/9,bb/9,fip,war,ra9-war,adp,playerid,so/bb,winpercentage,ranking
Alex Bostic,Giants,0.0,0.0,5.76,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,6.01,7.25,6.14,0.0,0.0,999.0,sa918194,1.0,0,3448
Ian Clarkin,White Sox,0.0,0.0,5.97,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.25,5.16,6.14,0.0,0.0,999.0,sa737534,1.0,0,3399
Elvin Rodriguez,Angels,0.0,0.0,5.91,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.65,4.93,4.64,6.14,0.0,0.0,999.0,sa873437,1.0,0,3319
Nate Bertness,Angels,0.0,0.0,5.71,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.62,5.22,4.82,6.15,0.0,0.0,999.0,sa875697,1.0,0,3270
Matt Blandino,Reds,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.64,4.77,3.82,6.15,0.0,0.0,999.0,sa738534,0,0,3284
Jeremiah Muhammad,Dodgers,0.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,7.44,7.85,6.15,0.0,0.0,999.0,sa829006,1.0,0,3356
Jon Keller,Orioles,0.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,6.42,6.31,6.15,0.0,0.0,999.0,sa549073,1.0,0,3387
Leo Rosales,,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,5.89,5.04,6.15,0.0,0.0,999.0,5618,1.0,0,3306
Ike Schlabach,Pirates,0.0,0.0,6.05,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.83,4.31,5.78,6.15,0.0,0.0,999.0,sa875796,0.0,0,3912
Seth Lucio,,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,6.3,6.53,6.15,0.0,0.0,999.0,sa829041,1.0,0,3431
Seth Davis,Mets,0.0,0.0,5.83,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,6.19,6.38,6.15,0.0,0.0,999.0,sa875988,1.0,0,3408
Aaron Cox,Angels,0.0,0.0,5.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.53,6.05,6.16,0.0,0.0,999.0,sa875803,1.0,0,3445
Algenis Martinez,Red Sox,0.0,0.0,6.11,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,6.15,5.8,6.16,0.0,0.0,999.0,sa737233,1.0,0,3387
Isaac Jimenez,,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.72,5.41,6.16,0.0,0.0,999.0,sa744295,1.0,0,3373
Ryan Clark,Angels,0.0,0.0,5.91,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.61,4.83,4.26,6.16,0.0,0.0,999.0,sa875057,0,0,3292
Erick Algarin,,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,6.99,6.46,6.16,0.0,0.0,999.0,sa737062,1.0,0,3347
Tyler Watson,Mariners,0.0,0.0,5.86,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,5.46,6.11,6.16,0.0,0.0,999.0,sa659063,1.0,0,3482
Andry Rondon,Cubs,0.0,0.0,5.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.83,6.37,7.1,6.16,0.0,0.0,999.0,sa830157,1.0,0,3436
Henry Centeno,Twins,0.0,0.0,6.18,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.32,4.88,6.16,0.0,0.0,999.0,sa596373,1.0,0,3386
Gustavo Armas,Phillies,0.0,0.0,6.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,5.45,4.96,6.16,0.0,0.0,999.0,sa833631,1.0,0,3350
Nick Vespi,Orioles,0.0,0.0,5.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.65,5.51,6.16,0.0,0.0,999.0,sa875778,1.0,0,3394
Juan Florentino,Red Sox,0.0,0.0,6.13,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,6.02,6.21,6.16,0.0,0.0,999.0,sa886971,1.0,0,3436
Michael Bolaski,Angels,0.0,0.0,5.93,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.74,4.0,5.11,6.17,0.0,0.0,999.0,sa549616,0.0,0,3797
Scott Williams,Rangers,0.0,0.0,6.12,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,6.84,5.6,6.17,0.0,0.0,999.0,sa829019,1.0,0,3246
Alex Wells,Orioles,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.57,4.7,3.34,6.17,0.0,0.0,999.0,sa919319,0,0,3173
Ruben Vicente,,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.0,5.39,6.17,0.0,0.0,999.0,sa244124,1.0,0,3453
Aaron Quillen,Reds,0.0,0.0,6.06,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.8,5.08,6.17,0.0,0.0,999.0,sa918489,1.0,0,3310
Logan Verrett,Orioles,2.0,3.0,6.21,8.0,8.0,0.0,45.0,53.0,31.0,10.0,30.0,21.0,1.63,5.95,4.15,6.17,-0.2,-0.3,999.0,12905,1.4285714285714286,0.6666666666666666,1810
Neil Kozikowski,Pirates,0.0,0.0,6.09,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,5.38,6.63,6.17,0.0,0.0,999.0,sa737863,1.0,0,3546
A.J. Puckett,White Sox,0.0,0.0,6.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.53,5.01,6.17,0.0,0.0,999.0,sa738686,1.0,0,3345
Jacob Howell,Nationals,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.84,6.01,6.59,6.17,0.0,0.0,999.0,sa918468,1.0,0,3449
Colin Holderman,Mets,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.38,5.61,6.17,0.0,0.0,999.0,sa918172,1.0,0,3432
Brady Lail,Yankees,0.0,0.0,6.03,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.56,5.67,3.73,6.17,0.0,0.0,999.0,sa658405,0,0,3115
Mauricio Llovera,Phillies,0.0,0.0,6.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,6.46,5.53,6.18,0.0,0.0,999.0,sa871671,1.0,0,3253
Alex Gouin,Diamondbacks,0.0,0.0,6.28,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,4.95,4.91,6.18,0.0,0.0,999.0,sa921980,1.0,0,3418
Gregorio Sequera,Dodgers,0.0,0.0,5.97,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.34,5.82,6.18,0.0,0.0,999.0,sa876537,1.0,0,3429
Norwith Gudino,,0.0,0.0,6.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,4.89,5.25,6.18,0.0,0.0,999.0,sa872808,1.0,0,3442
Luis Niebla,Rockies,0.0,0.0,6.35,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,6.24,4.82,6.18,0.0,0.0,999.0,sa542987,1.0,0,3262
Vanny Valenzuela,,0.0,0.0,6.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,6.06,5.01,6.18,0.0,0.0,999.0,sa509795,1.0,0,3254
Tyler Hallead,Phillies,0.0,0.0,5.91,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,6.58,7.06,6.18,0.0,0.0,999.0,sa918521,1.0,0,3398
Jared Cheek,Cubs,0.0,0.0,5.96,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,6.22,6.24,6.18,0.0,0.0,999.0,sa875288,1.0,0,3367
Eduardo Rivera,Yankees,0.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,7.22,6.64,6.18,0.0,0.0,999.0,sa597029,1.0,0,3295
Jake Shull,Tigers,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,5.13,5.31,6.18,0.0,0.0,999.0,sa875585,1.0,0,3425
Mack Lemieux,Diamondbacks,0.0,0.0,6.09,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.4,5.24,6.19,0.0,0.0,999.0,sa875726,1.0,0,3386
Mitch Gueller,Phillies,0.0,0.0,6.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.48,5.6,6.19,0.0,0.0,999.0,sa657870,1.0,0,3433
Blake Cederlind,Pirates,0.0,0.0,6.21,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.84,5.46,6.23,6.19,0.0,0.0,999.0,sa875318,1.0,0,3522
Mark McCoy,Royals,0.0,0.0,5.89,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,5.69,7.01,6.19,0.0,0.0,999.0,sa658793,1.0,0,3511
Bob Wheatley,Cardinals,0.0,0.0,5.91,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,5.74,6.76,6.19,0.0,0.0,999.0,sa829397,1.0,0,3490
Tyler Wells,Twins,0.0,0.0,6.16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,6.06,5.02,6.19,0.0,0.0,999.0,sa918346,1.0,0,3271
Sean Carley,Yankees,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.61,5.16,6.19,0.0,0.0,999.0,sa738932,1.0,0,3346
Brock Hartson,Indians,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.61,4.65,3.79,6.19,0.0,0.0,999.0,sa857665,0,0,3335
Jackson McClelland,Blue Jays,0.0,0.0,6.13,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.87,5.63,6.19,0.0,0.0,999.0,sa659000,1.0,0,3385
David Palladino,Yankees,0.0,0.0,5.97,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,6.73,6.34,6.2,0.0,0.0,999.0,sa599045,1.0,0,3320
Gaither Bumgardner,Angels,0.0,0.0,5.84,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,5.78,6.53,6.2,0.0,0.0,999.0,sa738264,1.0,0,3440
Juan Perez,Cardinals,0.0,0.0,6.09,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,5.67,6.16,6.2,0.0,0.0,999.0,sa657633,1.0,0,3461
Cecil Tanner,Marlins,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.97,6.74,8.35,6.2,0.0,0.0,999.0,sa526565,1.0,0,3481
Andrew Gutierrez,,0.0,0.0,6.14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,5.33,5.91,6.2,0.0,0.0,999.0,sa3002587,1.0,0,3485
Trey Killian,Rockies,0.0,0.0,6.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.66,5.56,4.05,6.2,0.0,0.0,999.0,sa827345,0,0,3339
Logan Boyd,Red Sox,0.0,0.0,6.16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,5.13,4.73,6.2,0.0,0.0,999.0,sa875769,1.0,0,3356
Sam Johns,Nationals,0.0,0.0,6.11,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.3,5.79,6.2,0.0,0.0,999.0,sa829559,1.0,0,3471
Daniel Flores,,0.0,0.0,6.17,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,5.54,6.0,6.2,0.0,0.0,999.0,sa977180,1.0,0,3472
Carlos Hernandez,Diamondbacks,0.0,0.0,6.16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,6.46,6.26,6.2,0.0,0.0,999.0,sa657734,1.0,0,3370
Kieran Lovegrove,Indians,0.0,0.0,6.03,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.89,6.04,6.21,0.0,0.0,999.0,sa657950,1.0,0,3401
Lane Hobbs,White Sox,0.0,0.0,6.14,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.4,4.78,6.21,0.0,0.0,999.0,sa918431,1.0,0,3336
Steven Moyers,Mariners,0.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,4.7,5.32,6.21,0.0,0.0,999.0,sa920718,1.0,0,3458
Carlos Salazar,Braves,0.0,0.0,5.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.98,8.83,9.48,6.21,0.0,0.0,999.0,sa737688,1.0,0,3335
Rob McDonnell,Dodgers,0.0,0.0,5.9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.83,5.86,6.21,0.0,0.0,999.0,sa875828,1.0,0,3364
Ryan Luna,Rockies,0.0,0.0,6.47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,4.61,5.13,6.21,0.0,0.0,999.0,sa918646,1.0,0,3569
Isaac Castro,,0.0,0.0,6.18,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.44,5.0,6.21,0.0,0.0,999.0,sa739472,1.0,0,3403
Austin Chrismon,Astros,0.0,0.0,6.26,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.63,5.03,3.89,6.21,0.0,0.0,999.0,sa549934,0,0,3337
Braulio Ortiz,Reds,0.0,0.0,5.96,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,7.64,7.14,6.21,0.0,0.0,999.0,sa603264,1.0,0,3332
Daniel Duarte,,0.0,0.0,5.96,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,6.09,7.0,6.21,0.0,0.0,999.0,sa877364,1.0,0,3508
Michael Suarez,Mariners,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.11,5.63,6.21,0.0,0.0,999.0,sa735869,1.0,0,3507
Hector Perez,Astros,0.0,0.0,6.09,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,7.41,7.45,6.21,0.0,0.0,999.0,sa873324,1.0,0,3409
Tom de Blok,Tigers,0.0,0.0,6.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.66,5.17,4.44,6.21,0.0,0.0,999.0,sa971762,0,0,3407
Juan Pena,Rockies,0.0,0.0,6.31,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,5.97,6.31,6.21,0.0,0.0,999.0,sa828553,1.0,0,3527
Gilberto Chu,Nationals,0.0,0.0,5.88,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,5.65,6.87,6.21,0.0,0.0,999.0,sa873302,1.0,0,3541
Elias Torres,Rays,0.0,0.0,5.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,6.41,7.52,6.21,0.0,0.0,999.0,sa657277,1.0,0,3472
Mike Morrison,White Sox,0.0,0.0,6.03,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,7.08,6.28,6.21,0.0,0.0,999.0,sa918612,1.0,0,3308
Jake Cose,White Sox,0.0,0.0,6.15,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,5.86,5.86,6.22,0.0,0.0,999.0,sa599358,1.0,0,3439
Zach Thompson,White Sox,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,5.67,6.24,6.22,0.0,0.0,999.0,sa602893,1.0,0,3505
Jesse Estrada,,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.58,3.93,3.22,6.22,0.0,0.0,999.0,sa273164,0,0,3431
Pedro Silverio,Cubs,0.0,0.0,5.87,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,6.82,7.0,6.22,0.0,0.0,999.0,sa749438,1.0,0,3374
Michaelangelo Guzman,,0.0,0.0,6.03,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,6.06,6.15,6.22,0.0,0.0,999.0,sa738504,1.0,0,3425
Jose Nin,White Sox,0.0,0.0,6.03,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.43,5.69,6.22,0.0,0.0,999.0,sa828548,1.0,0,3455
Bladimir Matos,Braves,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,7.05,7.53,6.22,0.0,0.0,999.0,sa877507,1.0,0,3411
Patrick McGuff,Twins,0.0,0.0,6.13,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,6.01,6.32,6.22,0.0,0.0,999.0,sa918916,1.0,0,3466
Eury Sanchez,Angels,0.0,0.0,5.83,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,6.07,6.43,6.22,0.0,0.0,999.0,sa657489,1.0,0,3408
Rogelio Bernal,,0.0,0.0,6.06,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,6.11,6.51,6.22,0.0,0.0,999.0,sa914044,1.0,0,3463
Bo Takahashi,Diamondbacks,0.0,0.0,6.23,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.65,5.7,4.59,6.22,0.0,0.0,999.0,sa830370,1.0,0,3291
Armando Ruiz,Athletics,0.0,0.0,6.07,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,6.25,6.19,6.22,0.0,0.0,999.0,sa875995,1.0,0,3405
Billy Roth,Pirates,0.0,0.0,6.09,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.92,5.7,7.24,6.22,0.0,0.0,999.0,sa738186,1.0,0,3591
Ryan Longstreth,Tigers,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,4.8,4.88,6.22,0.0,0.0,999.0,sa658975,1.0,0,3444
Bryan Dobzanski,Cardinals,0.0,0.0,6.15,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,4.83,5.37,6.22,0.0,0.0,999.0,sa829656,1.0,0,3509
Andrew Brown,Phillies,0.0,0.0,6.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,4.93,5.9,6.23,0.0,0.0,999.0,sa918255,1.0,0,3561
Carlos Misell,Mariners,0.0,0.0,6.17,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.67,5.02,6.23,0.0,0.0,999.0,sa750535,1.0,0,3361
Drew Van Orden,Nationals,0.0,0.0,6.24,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,4.67,5.19,6.23,0.0,0.0,999.0,sa829316,1.0,0,3530
Seth Martinez,Athletics,0.0,0.0,6.26,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.69,4.57,4.45,6.23,0.0,0.0,999.0,sa918364,0,0,3461
Alberto Guerrero,Marlins,0.0,0.0,6.21,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,4.88,6.42,6.23,0.0,0.0,999.0,sa872514,1.0,0,3629
Patrick Murphy,Blue Jays,0.0,0.0,6.27,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,4.63,5.08,6.23,0.0,0.0,999.0,sa737629,1.0,0,3517
Henry Garcia,,0.0,0.0,6.02,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.69,4.48,4.65,6.23,0.0,0.0,999.0,sa733543,0.0,0,3693
Carlos Hernandez,Mariners,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.66,5.72,6.23,0.0,0.0,999.0,sa828356,1.0,0,3425
Ryan Colegate,Indians,0.0,0.0,6.06,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,4.78,5.6,6.23,0.0,0.0,999.0,sa876263,1.0,0,3526
Austin Glorius,Red Sox,0.0,0.0,6.09,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,6.82,7.32,6.23,0.0,0.0,999.0,sa883131,1.0,0,3440
Thomas Cosgrove,Padres,0.0,0.0,6.02,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,5.2,6.5,6.23,0.0,0.0,999.0,sa915675,1.0,0,3576
Mike Burke,Orioles,0.0,0.0,6.11,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,6.05,4.79,6.23,0.0,0.0,999.0,sa829509,1.0,0,3266
Diego Cordero,Cardinals,0.0,0.0,6.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.85,4.46,6.21,6.23,0.0,0.0,999.0,sa873150,0.0,0,3895
Daniel Koger,Rockies,0.0,0.0,6.22,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,6.03,6.41,6.23,0.0,0.0,999.0,sa827428,1.0,0,3502
Pedro Brito,,0.0,0.0,6.04,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,4.79,5.98,6.23,0.0,0.0,999.0,sa830145,1.0,0,3575
Joseph Camacho,Athletics,0.0,0.0,6.19,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.19,5.56,6.24,0.0,0.0,999.0,sa913096,1.0,0,3495
Philip Walby,Blue Jays,0.0,0.0,6.11,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.84,5.62,6.49,6.24,0.0,0.0,999.0,sa550369,1.0,0,3536
Johan Belisario,Tigers,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,6.21,5.97,6.24,0.0,0.0,999.0,sa546553,1.0,0,3386
Kendry Melo,Giants,0.0,0.0,5.89,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.89,6.25,7.72,6.24,0.0,0.0,999.0,sa830425,1.0,0,3510
Ian Tompkins,Royals,0.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9,6.04,7.4,6.24,0.0,0.0,999.0,sa827448,1.0,0,3537
Tyler Phillips,Rangers,0.0,0.0,6.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,4.62,4.66,6.24,0.0,0.0,999.0,sa875646,1.0,0,3475
Edgar Gomez,,0.0,0.0,6.12,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.58,5.21,6.24,0.0,0.0,999.0,sa740804,1.0,0,3401
Alfredo Mena,Reds,0.0,0.0,6.01,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,6.53,6.66,6.24,0.0,0.0,999.0,sa828744,1.0,0,3434
Luis Castillo,Diamondbacks,0.0,0.0,6.13,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9,5.84,7.11,6.24,0.0,0.0,999.0,sa657838,1.0,0,3579
Dylan Craig,Rockies,0.0,0.0,6.35,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,4.99,5.21,6.25,0.0,0.0,999.0,sa829036,1.0,0,3519
Cristian Alvarado,Orioles,0.0,0.0,6.22,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.57,4.86,3.2,6.25,0.0,0.0,999.0,sa657885,0,0,3128
Witt Haggard,Mets,0.0,0.0,6.01,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9,6.56,7.49,6.25,0.0,0.0,999.0,sa857656,1.0,0,3499
Sam Hentges,Indians,0.0,0.0,6.04,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.87,6.2,6.25,0.0,0.0,999.0,sa828881,1.0,0,3479
Luis Madero,Angels,0.0,0.0,6.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.7,4.32,4.88,6.25,0.0,0.0,999.0,sa828288,0.0,0,3743
Geno Encina,Blue Jays,0.0,0.0,6.26,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.23,5.1,6.25,0.0,0.0,999.0,sa875765,1.0,0,3455
Clark Beeker,Twins,0.0,0.0,6.29,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.62,4.24,3.53,6.25,0.0,0.0,999.0,sa918889,0,0,3399
Leo Crawford,Dodgers,0.0,0.0,5.87,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,4.95,4.82,6.25,0.0,0.0,999.0,sa872530,1.0,0,3378
Jose Geraldo,Mets,0.0,0.0,6.22,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.78,4.47,5.23,6.25,0.0,0.0,999.0,sa837791,0.0,0,3832
Alex Schick,Twins,0.0,0.0,6.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,4.98,4.89,6.26,0.0,0.0,999.0,sa738140,1.0,0,3478
Jake Simon,Mets,0.0,0.0,5.95,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,5.15,6.65,6.26,0.0,0.0,999.0,sa875558,1.0,0,3608
Adams Cuevas,Blue Jays,0.0,0.0,6.15,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,5.8,6.4,6.26,0.0,0.0,999.0,sa920823,1.0,0,3527
John Kilichowski,Cardinals,0.0,0.0,6.14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,5.51,5.89,6.26,0.0,0.0,999.0,sa873677,1.0,0,3509
Andin Diaz,Cubs,0.0,0.0,5.68,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.96,6.26,8.29,6.26,0.0,0.0,999.0,sa658855,1.0,0,3536
Victor Diaz,White Sox,0.0,0.0,6.02,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,6.46,7.03,6.26,0.0,0.0,999.0,sa872865,1.0,0,3484
Tyson Miller,Cubs,0.0,0.0,6.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.3,5.1,6.26,0.0,0.0,999.0,sa873257,1.0,0,3419
Derek Callahan,Yankees,0.0,0.0,6.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.02,4.87,6.26,0.0,0.0,999.0,sa829221,1.0,0,3434
