name,team,w,l,era,gs,g,sv,ip,h,er,hr,so,bb,whip,k/9,bb/9,fip,war,ra9-war,adp,playerid,so/bb,winpercentage,ranking
Jose Barajas,,0.0,0.0,6.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.02,4.93,6.06,0.0,0.0,999.0,sa455494,1.0,0,3490
Justin Jacome,Marlins,0.0,0.0,5.97,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.12,5.8,6.06,0.0,0.0,999.0,sa857591,1.0,0,3583
Angel German,Dodgers,0.0,0.0,5.71,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,6.31,6.87,6.06,0.0,0.0,999.0,sa739256,1.0,0,3491
Grahamm Wiest,Rockies,0.0,0.0,6.31,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.71,5.11,4.36,6.06,0.0,0.0,999.0,sa829311,0,0,3493
Luis Aquino,Cubs,0.0,0.0,5.71,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,6.64,7.35,6.06,0.0,0.0,999.0,sa657752,1.0,0,3483
Jake Elliott,White Sox,0.0,0.0,5.91,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,6.43,5.16,6.06,0.0,0.0,999.0,sa919409,1.0,0,3311
Nick Raquet,Nationals,0.0,0.0,5.91,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.78,4.02,5.17,6.06,0.0,0.0,999.0,sa3004658,0.0,0,3752
Bryan Sammons,Twins,0.0,0.0,5.98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.86,5.62,6.06,0.0,0.0,999.0,sa3003932,1.0,0,3461
Brandon Show,Red Sox,0.0,0.0,6.06,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.23,5.39,6.06,0.0,0.0,999.0,sa829831,1.0,0,3524
Carlos Sierra,Astros,0.0,0.0,5.96,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,6.99,6.03,6.06,0.0,0.0,999.0,sa919542,1.0,0,3351
Sam Roberts,Athletics,0.0,0.0,5.99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.3,5.81,6.06,0.0,0.0,999.0,sa598562,1.0,0,3556
Cal Becker,Diamondbacks,0.0,0.0,5.94,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,6.21,6.82,6.06,0.0,0.0,999.0,sa945752,1.0,0,3534
Julian Arballo,,0.0,0.0,5.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.34,5.3,6.06,0.0,0.0,999.0,sa504009,1.0,0,3483
Ryley MacEachern,Marlins,0.0,0.0,5.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.88,5.96,7.15,6.06,0.0,0.0,999.0,sa738713,1.0,0,3588
Zach Morton,Astros,0.0,0.0,6.09,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.47,5.14,6.06,0.0,0.0,999.0,sa738509,1.0,0,3469
Luis Gonzalez,Orioles,0.0,0.0,5.77,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,6.71,5.61,6.07,0.0,0.0,999.0,sa550522,1.0,0,3305
Casey Meisner,Athletics,0.0,0.0,5.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.6,5.83,4.41,6.07,0.0,0.0,999.0,sa737630,0,0,3320
Durin O'Linger,Red Sox,0.0,0.0,6.11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,5.36,4.74,6.07,0.0,0.0,999.0,sa3004233,1.0,0,3419
Oswaldo Martinez,,0.0,0.0,5.99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.89,5.66,6.07,0.0,0.0,999.0,sa393077,1.0,0,3466
Patrick Sandoval,Astros,0.0,0.0,5.95,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,6.11,5.42,6.07,0.0,0.0,999.0,sa875337,1.0,0,3395
Peter Lannoo,Giants,0.0,0.0,5.89,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,4.63,5.93,6.07,0.0,0.0,999.0,sa3004773,1.0,0,3623
Christian Powell,Astros,0.0,0.0,6.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.64,5.51,4.25,6.07,0.0,0.0,999.0,sa503725,0,0,3384
Jose Santos,Dodgers,0.0,0.0,5.78,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,6.55,6.37,6.07,0.0,0.0,999.0,sa872869,1.0,0,3403
Matthew Gorst,Red Sox,0.0,0.0,6.06,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.98,5.26,6.07,0.0,0.0,999.0,sa918262,1.0,0,3398
Jesus Barraza,,0.0,0.0,5.85,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.63,6.23,4.95,6.07,0.0,0.0,999.0,sa504962,1.0,0,3282
Patrick Baker,,0.0,0.0,5.84,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,6.22,7.01,6.07,0.0,0.0,999.0,sa829637,1.0,0,3536
Evan Miller,Padres,0.0,0.0,5.87,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,5.96,6.56,6.07,0.0,0.0,999.0,sa915725,1.0,0,3527
Jeremy Gabryszwski,Blue Jays,0.0,0.0,6.09,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.54,5.53,3.4,6.07,0.0,0.0,999.0,sa597791,0,0,3186
Matt Clancy,Mariners,0.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,6.37,6.45,6.07,0.0,0.0,999.0,sa872718,1.0,0,3443
Walker Weickel,Rangers,0.0,0.0,6.19,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.68,5.15,4.34,6.07,0.0,0.0,999.0,sa657871,0,0,3452
Dalton Geekie,Braves,0.0,0.0,5.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,6.07,6.5,6.07,0.0,0.0,999.0,sa875332,1.0,0,3510
Julio Muniz,,0.0,0.0,5.91,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.8,5.71,6.07,0.0,0.0,999.0,sa868928,1.0,0,3465
A.J. Bogucki,Nationals,0.0,0.0,6.03,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,5.48,5.38,6.08,0.0,0.0,999.0,sa738484,1.0,0,3480
Cameron Varga,Rays,0.0,0.0,5.97,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,4.76,4.57,6.08,0.0,0.0,999.0,sa828697,1.0,0,3426
Ryan Hartman,Astros,0.0,0.0,5.95,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.64,5.54,4.44,6.08,0.0,0.0,999.0,sa918166,0,0,3375
Dylan Thompson,Rockies,0.0,0.0,6.23,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,5.73,6.12,6.08,0.0,0.0,999.0,sa829545,1.0,0,3573
Joel Vargas,,0.0,0.0,6.03,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.55,5.05,3.35,6.08,0.0,0.0,999.0,sa185597,0,0,3236
Phil Kish,Blue Jays,0.0,0.0,6.07,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.37,5.46,6.08,0.0,0.0,999.0,sa739666,1.0,0,3507
Yoel Espinal,Rays,0.0,0.0,5.72,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,8.2,7.5,6.08,0.0,0.0,999.0,sa597725,1.0,0,3291
Taylor Widener,Yankees,0.0,0.0,5.96,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.64,6.89,5.07,6.08,0.0,0.0,999.0,sa918271,1.0,0,3207
Dauri Moreta,Reds,0.0,0.0,5.85,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,7.7,6.93,6.08,0.0,0.0,999.0,sa877619,1.0,0,3328
Logan Cozart,Rockies,0.0,0.0,6.16,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,6.37,5.7,6.08,0.0,0.0,999.0,sa875283,1.0,0,3409
Jorge L. Rodriguez,Cardinals,0.0,0.0,6.02,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.63,5.31,6.08,0.0,0.0,999.0,sa657712,1.0,0,3458
Matt Stalcup,Athletics,0.0,0.0,5.94,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.12,5.23,6.09,0.0,0.0,999.0,sa737923,1.0,0,3483
Julio Benitez,Giants,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.72,4.0,4.83,6.09,0.0,0.0,999.0,sa827972,0.0,0,3736
Roman Rivas,,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.62,4.83,4.04,6.09,0.0,0.0,999.0,sa595860,0,0,3389
Luis Ramos,Red Sox,0.0,0.0,6.07,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.71,4.5,4.61,6.09,0.0,0.0,999.0,sa659949,0.0,0,3693
Erasmo Pinales,Astros,0.0,0.0,5.94,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,6.81,6.18,6.09,0.0,0.0,999.0,sa795280,1.0,0,3395
Jay Groome,Red Sox,0.0,0.0,5.96,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,6.04,6.45,6.09,0.0,0.0,749.0,sa917925,1.0,0,3527
David Hill,Rockies,0.0,0.0,6.31,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.68,5.74,4.37,6.09,0.0,0.0,999.0,sa658377,0,0,3407
Eduar Lopez,Rays,0.0,0.0,5.96,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,4.15,4.25,6.09,0.0,0.0,999.0,sa657123,0,0,3552
Bringnel Mendez,Yankees,0.0,0.0,5.84,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.74,5.93,6.09,0.0,0.0,999.0,sa873208,1.0,0,3491
J.D. Busfield,Rays,0.0,0.0,5.93,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.64,4.25,4.11,6.09,0.0,0.0,999.0,sa872713,0,0,3516
Chris Anderson,Twins,0.0,0.0,6.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.72,5.1,6.09,0.0,0.0,999.0,sa550003,1.0,0,3428
Ethan Mildren,Twins,0.0,0.0,6.18,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7,4.42,4.37,6.09,0.0,0.0,999.0,sa737903,0,0,3605
Caleb Smith,Giants,0.0,0.0,5.57,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.89,6.79,8.05,6.09,0.0,0.0,999.0,sa829209,1.0,0,3481
Logan Lombana,Twins,0.0,0.0,6.01,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.66,5.56,6.09,0.0,0.0,999.0,sa875789,1.0,0,3490
Jordan Sheffield,Dodgers,0.0,0.0,5.89,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,6.2,5.6,6.09,0.0,0.0,999.0,sa738245,1.0,0,3387
Evan Smith,Angels,0.0,0.0,5.61,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,5.37,6.27,6.09,0.0,0.0,999.0,sa739307,1.0,0,3524
Jimmy Lambert,White Sox,0.0,0.0,6.07,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,4.91,4.6,6.09,0.0,0.0,999.0,sa918003,1.0,0,3454
Gunnar Kines,Mets,0.0,0.0,5.89,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,5.65,5.04,6.09,0.0,0.0,999.0,sa876241,1.0,0,3386
Pat Kaminska,Rangers,0.0,0.0,6.11,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7,5.59,4.88,6.09,0.0,0.0,999.0,sa830286,1.0,0,3410
Matt Crouse,Tigers,0.0,0.0,5.89,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.55,4.77,3.49,6.1,0.0,0.0,999.0,sa577832,0,0,3235
Joseph Zanghi,Mets,0.0,0.0,5.86,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,6.83,6.72,6.1,0.0,0.0,999.0,sa875398,1.0,0,3414
Yoely Bello,Rockies,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,5.76,5.87,6.1,0.0,0.0,999.0,sa550536,1.0,0,3511
Roberto Espinosa,,0.0,0.0,5.88,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.81,6.44,6.67,6.1,0.0,0.0,999.0,sa504950,1.0,0,3463
Devin Williams,Brewers,0.0,0.0,6.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,6.68,5.64,6.1,0.0,0.0,999.0,sa737560,1.0,0,3381
Rodrigo Benoit,Brewers,0.0,0.0,6.19,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.74,4.86,6.1,0.0,0.0,999.0,sa747275,1.0,0,3405
Frederis Parra,Cardinals,0.0,0.0,6.06,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.7,4.23,4.47,6.1,0.0,0.0,999.0,sa657275,0,0,3578
Kyle Halbohn,Angels,0.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,6.03,6.3,6.1,0.0,0.0,999.0,sa920458,1.0,0,3446
Jake Bray,Orioles,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,6.82,5.59,6.1,0.0,0.0,999.0,sa738576,1.0,0,3316
Enrique Chavez,Astros,0.0,0.0,6.14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,5.31,4.52,6.1,0.0,0.0,999.0,sa835957,1.0,0,3383
Luis Carrasco,Phillies,0.0,0.0,5.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.21,5.74,6.1,0.0,0.0,999.0,sa827249,1.0,0,3548
Frederick Tiburcio,Astros,0.0,0.0,6.03,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,6.42,5.94,6.1,0.0,0.0,999.0,sa505478,1.0,0,3413
Daniel Gonzalez,Red Sox,0.0,0.0,6.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.59,5.75,4.16,6.1,0.0,0.0,999.0,sa737056,0,0,3281
Brad Wallace,Rays,0.0,0.0,5.98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,4.88,4.58,6.1,0.0,0.0,999.0,sa829170,1.0,0,3411
Kelvis Valerio,White Sox,0.0,0.0,6.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.62,5.31,4.13,6.1,0.0,0.0,999.0,sa597112,0,0,3332
Oscar Rivera,,0.0,0.0,5.84,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.57,4.88,3.71,6.1,0.0,0.0,999.0,sa377670,0,0,3260
Nate Abel,Blue Jays,0.0,0.0,5.94,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.91,5.62,6.1,0.0,0.0,999.0,sa876807,1.0,0,3416
Pat Peterson,Mariners,0.0,0.0,5.81,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.82,5.92,6.1,0.0,0.0,999.0,sa827384,1.0,0,3449
Hector Silvestre,Nationals,0.0,0.0,5.89,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.63,5.41,4.43,6.1,0.0,0.0,999.0,sa599917,0,0,3349
Jackson Lowery,Blue Jays,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,6.43,5.59,6.1,0.0,0.0,999.0,sa878607,1.0,0,3358
Johan Oviedo,Cardinals,0.0,0.0,6.07,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.84,5.08,6.13,6.1,0.0,0.0,999.0,sa922365,1.0,0,3601
Aneurys Zabala,Dodgers,0.0,0.0,5.77,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,6.21,7.03,6.11,0.0,0.0,999.0,sa828514,1.0,0,3498
Reed Reilly,Red Sox,0.0,0.0,6.19,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,4.19,4.05,6.11,0.0,0.0,999.0,sa738228,0,0,3532
Charlie Barnes,Twins,0.0,0.0,6.04,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,4.98,5.46,6.11,0.0,0.0,999.0,sa915788,1.0,0,3531
Junior Fernandez,Cardinals,0.0,0.0,6.02,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.07,5.43,6.11,0.0,0.0,999.0,sa831812,1.0,0,3504
Adenson Verastegui,Tigers,0.0,0.0,5.92,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,6.14,6.23,6.11,0.0,0.0,999.0,sa655955,1.0,0,3445
Nicolas Debora,Mets,0.0,0.0,6.02,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.37,5.21,6.11,0.0,0.0,999.0,sa688946,1.0,0,3443
Jose Nova,Blue Jays,0.0,0.0,5.92,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.55,5.68,6.11,0.0,0.0,999.0,sa828725,1.0,0,3461
Francisco Esquivel,,0.0,0.0,5.85,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.82,5.92,6.11,0.0,0.0,999.0,sa551188,1.0,0,3444
Stetson Woods,Giants,0.0,0.0,5.97,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,4.72,5.88,6.11,0.0,0.0,999.0,sa829165,1.0,0,3592
Dalton Erb,Padres,0.0,0.0,5.93,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.83,6.02,6.58,6.11,0.0,0.0,999.0,sa918681,1.0,0,3505
Jeffeson Medina,Mariners,0.0,0.0,5.86,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,5.15,6.22,6.11,0.0,0.0,999.0,sa656038,1.0,0,3568
Blake Bass,Rangers,0.0,0.0,6.09,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.04,5.21,6.11,0.0,0.0,999.0,sa875190,1.0,0,3509
Alex Santana,Cubs,0.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.87,6.27,7.38,6.11,0.0,0.0,999.0,sa597091,1.0,0,3510
Andre Scrubb,Dodgers,0.0,0.0,5.76,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,6.58,7.05,6.11,0.0,0.0,999.0,sa873285,1.0,0,3372
Jordan Ovalles,,0.0,0.0,6.01,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,5.97,5.61,6.12,0.0,0.0,999.0,sa737081,1.0,0,3355
Oswaldo Pacheco,,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,6.62,5.79,6.12,0.0,0.0,999.0,sa652415,1.0,0,3228
Steven De La Cruz,Cardinals,0.0,0.0,5.95,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,6.42,6.54,6.12,0.0,0.0,999.0,sa831915,1.0,0,3395
Jesus Camargo,Cubs,0.0,0.0,5.92,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,6.21,5.95,6.12,0.0,0.0,999.0,sa841386,1.0,0,3280
Daniel Brito,,0.0,0.0,6.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.27,5.19,6.12,0.0,0.0,999.0,sa977188,1.0,0,3338
Will Clinard,Tigers,0.0,0.0,5.97,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.79,5.5,6.12,0.0,0.0,999.0,sa577715,1.0,0,3294
Jesus Duenas,,0.0,0.0,6.08,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.42,5.05,6.12,0.0,0.0,999.0,sa508211,1.0,0,3317
Erbert Gonzalez,Diamondbacks,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.85,6.91,7.23,6.12,0.0,0.0,999.0,sa829868,1.0,0,3338
Yeison Santana,Diamondbacks,0.0,0.0,6.03,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.83,5.95,6.47,6.12,0.0,0.0,999.0,sa828470,1.0,0,3409
Manuel Valdez,,0.0,0.0,5.77,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.86,6.45,7.18,6.12,0.0,0.0,999.0,sa868930,1.0,0,3374
Alex Katz,Orioles,0.0,0.0,5.71,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9,5.93,7.27,6.12,0.0,0.0,999.0,sa827486,1.0,0,3441
Luis Angel Daniel,,0.0,0.0,6.02,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.2,5.06,6.13,0.0,0.0,999.0,sa509419,1.0,0,3340
Alonso Garcia,Cubs,0.0,0.0,5.94,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,4.89,5.46,6.13,0.0,0.0,999.0,sa824770,1.0,0,3411
Jovany Lopez,,0.0,0.0,5.86,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,6.71,6.13,6.13,0.0,0.0,999.0,sa504961,1.0,0,3242
Francisco Carrillo,Cubs,0.0,0.0,5.91,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.98,6.04,6.13,0.0,0.0,999.0,sa659553,1.0,0,3335
Trey Teakell,Tigers,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,4.63,4.87,6.13,0.0,0.0,999.0,sa827438,1.0,0,3386
Victor Concepcion,Giants,0.0,0.0,5.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.12,5.74,6.13,0.0,0.0,999.0,sa827971,1.0,0,3420
T.J. Pruneda,,0.0,0.0,5.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.68,5.76,6.13,0.0,0.0,999.0,sa3002571,1.0,0,3345
Devon Carr,Astros,0.0,0.0,5.89,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.82,6.43,6.64,6.13,0.0,0.0,999.0,sa920281,1.0,0,3343
Angel Guillen,Nationals,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.43,5.82,6.13,0.0,0.0,999.0,sa828481,1.0,0,3412
Junior Mendez,Athletics,0.0,0.0,6.19,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.66,5.15,4.44,6.13,0.0,0.0,999.0,sa738197,0,0,3317
Louie Lechich,White Sox,0.0,0.0,5.81,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,6.21,6.39,6.13,0.0,0.0,999.0,sa550153,1.0,0,3332
Geral Silva,Marlins,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.88,5.61,6.99,6.13,0.0,0.0,999.0,sa658471,1.0,0,3490
Adam Lau,Red Sox,0.0,0.0,5.98,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,6.92,6.81,6.13,0.0,0.0,999.0,sa876250,1.0,0,3296
Rogelio Martinez,,0.0,0.0,6.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.66,5.19,4.41,6.13,0.0,0.0,999.0,sa651344,0,0,3292
Steven Klimek,Orioles,0.0,0.0,6.04,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,5.44,5.38,6.14,0.0,0.0,999.0,sa876117,1.0,0,3362
Jose Albertos,Cubs,0.0,0.0,5.96,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,5.7,6.15,6.14,0.0,0.0,999.0,sa919907,1.0,0,3395
Cameron Roegner,Brewers,0.0,0.0,6.16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.77,5.47,6.14,0.0,0.0,999.0,sa918493,1.0,0,3360
Sergio Mora,,0.0,0.0,6.14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.65,5.1,4.27,6.14,0.0,0.0,999.0,sa509473,0,0,3286
Spenser Watkins,Tigers,0.0,0.0,6.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.64,5.13,4.31,6.14,0.0,0.0,999.0,sa829520,0,0,3272
Henry Henry,Padres,0.0,0.0,6.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,5.06,5.63,6.14,0.0,0.0,999.0,sa918121,1.0,0,3443
Lauro Ramirez,,0.0,0.0,5.99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,5.06,4.81,6.14,0.0,0.0,999.0,sa508538,1.0,0,3322
Tobias Myers,Rays,0.0,0.0,5.98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.19,5.26,6.14,0.0,0.0,999.0,sa918088,1.0,0,3357
Tyler Bolton,Diamondbacks,0.0,0.0,6.23,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,4.65,5.01,6.14,0.0,0.0,999.0,sa829642,1.0,0,3445
Christian Talley,Rockies,0.0,0.0,6.35,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.67,5.15,6.14,0.0,0.0,999.0,sa738467,1.0,0,3369
Brent Jones,Diamondbacks,0.0,0.0,6.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.14,4.93,6.14,0.0,0.0,999.0,sa828874,1.0,0,3369
Jordan Minch,Cubs,0.0,0.0,5.66,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.84,6.31,7.17,6.14,0.0,0.0,999.0,sa827492,1.0,0,3393
Trey Supak,Brewers,0.0,0.0,6.22,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,6.48,4.85,6.14,0.0,0.0,999.0,sa828707,1.0,0,3205
